age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,0,0,0,-2,WHA,4,0,1977-78,0,0,0,,0,9,,BRB,0
21,SC,0.0,0,0,-2,NHL,8,0,1978-79,0,6,0,,0,16,,MTL,0
22,,11.5,2,3,6,NHL,10,0,1979-80,0,26,3,,1,2,,MTL,6
23,,0.0,0,0,0,NHL,3,0,1980-81,0,9,0,,0,6,,MTL,0
24,,0.0,0,3,2,NHL,5,0,1981-82,0,12,0,,0,18,,MTL,3
25,,0.0,0,0,-1,NHL,4,0,1982-83,0,9,0,,0,0,,WSH,0
26,,0.0,0,5,0,NHL,8,0,1983-84,0,16,0,,0,7,,WSH,5
27,,0.0,0,1,-1,NHL,5,0,1984-85,0,12,0,,0,6,,WSH,1
28,,5.9,0,2,4,NHL,9,0,1985-86,0,17,1,,1,6,,WSH,3
29,,0.0,0,1,0,NHL,7,0,1986-87,0,15,0,,0,2,,WSH,1
30,,0.0,0,0,2,NHL,6,0,1987-88,0,7,0,,0,8,,WSH,0
31,,0.0,0,0,-4,NHL,6,0,1988-89,0,10,0,,0,6,,WSH,0
32,,5.9,1,4,0,NHL,15,0,1989-90,1,17,1,,0,12,,WSH,5
33,,0.0,0,2,1,NHL,11,0,1990-91,0,12,0,,0,6,,WSH,2
34,,0.0,0,1,0,NHL,7,0,1991-92,0,2,0,,0,2,,WSH,1
