pim,team,assists,plus_minus,points,league,games_played,year,age,goals
6,Magog Cantonniers,11,0,25,QMAAA,41,2009-10,16,14
2,Magog Cantonniers,25,0,39,QMAAA,42,2010-11,17,14
2,Shawinigan Cataractes,15,1,20,QMJHL,64,2011-12,18,5
2,Shawinigan Cataractes,0,-1,0,M-Cup,3,2011-12,18,0
22,Shawinigan Cataractes,30,-33,43,QMJHL,68,2012-13,19,13
0,Shawinigan Cataractes,18,-13,31,QMJHL,27,2013-14,20,13
2,Drummondville Voltigeurs,21,14,40,QMJHL,36,2013-14,20,19
12,Milwaukee Admirals,7,1,11,AHL,43,2014-15,21,4
4,Cincinnati Cyclones,2,-1,7,ECHL,14,2014-15,21,5
31,Milwaukee Admirals,27,-5,42,AHL,75,2015-16,22,15
14,Milwaukee Admirals,23,-1,48,AHL,66,2016-17,23,25
