year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1989-90,19,8,8,10,0,QMJHL,11,Hull Olympiques,18
1990-91,20,0,6,2,0,IHL,4,Salt Lake Golden Eagles,2
1991-92,21,11,4,12,0,AHL,16,St. John\'s Maple Leafs,23
1992-93,22,2,0,2,0,AHL,6,Providence Bruins,4
1994-95,24,3,0,3,0,AHL,4,Adirondack Red Wings,6
1995-96,25,0,4,2,0,Swiss-2,3,HC Geneve-Servette,2
1996-97,26,3,29,7,0,Germany,8,EHC Eisbaren Berlin,10
1997-98,27,6,6,5,0,Germany,10,EHC Eisbaren Berlin,11
1997-98,27,0,2,1,0,EuroHL,6,EHC Eisbaren Berlin,1
1998-99,28,1,4,1,0,Germany,7,EHC Eisbaren Berlin,2
1998-99,28,0,2,1,0,EuroHL,6,EHC Eisbaren Berlin,1
1999-00,29,4,12,3,0,Swiss,7,EHC Kloten,7
