year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2006-07,18,0,0,0,0,Russia,0,Cherepovets Severstal,0
2007-08,19,0,4,1,0,Russia,8,Cherepovets Severstal,1
2007-08,19,0,4,1,0,Russia,8,Severstal Cherepovets,1
2008-09,20,0,0,0,0,AHL,0,San Antonio Rampage,0
2009-10,21,0,0,0,0,KHL,0,Cherepovets Severstal,0
2009-10,21,0,0,0,0,AHL,0,San Antonio Rampage,0
2010-11,22,0,0,0,0,AHL,0,San Antonio Rampage,0
2011-12,23,4,4,2,0,KHL,10,SKA St. Petersburg,6
2012-13,24,10,20,8,0,KHL,15,St. Petersburg SKA,18
2012-13,24,10,20,8,0,KHL,15,SKA St. Petersburg,18
2013-14,25,2,2,1,0,KHL,10,St. Petersburg SKA,3
2014-15,26,1,4,1,0,KHL,15,St. Petersburg SKA,2
