goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,2000-01,96,2106,0,0,0,0,0,0,Regina Pat Canadians,2,0,0,2.74,16,SMHL,0,0,36,0,17,13
0,0,0,2001-02,95,2389,1,9,0,913,1008,0,Regina Pats,4,0,0,2.39,17,WHL,.906,0,42,0,27,13
0,0,0,2001-02,2,120,0,0,0,0,0,0,Canada,0,0,0,1.00,17,WJ18-A,0,0,2,0,2,0
0,0,0,2002-03,155,3384,13,17,0,1643,1798,2,Regina Pats,3,0,0,2.75,18,WHL,.914,0,57,2,18,25
0,0,0,2003-04,0,60,0,2,0,0,0,0,Canada,1,0,0,0.00,19,WJC-A,0,0,1,0,1,0
0,0,0,2003-04,132,3276,5,0,0,1591,1723,0,2 Teams,7,0,0,2.42,19,WHL,.923,0,55,0,25,25
0,0,0,2003-04,67,1664,2,0,0,845,912,0,Regina Pats,2,0,0,2.42,19,WHL,.927,0,28,0,12,14
0,0,0,2003-04,65,1612,3,0,0,746,811,0,Brandon Wheat Kings,5,0,0,2.42,19,WHL,.920,0,27,0,13,11
0,0,0,2004-05,80,2388,3,11,0,1055,1135,2,Houston Aeros,4,0,0,2.01,20,AHL,.930,0,42,2,21,16
0,0,0,2005-06,99,2215,0,8,0,1171,1270,4,Houston Aeros,2,0,0,2.68,21,AHL,.922,0,38,4,29,8
0,0,0,2006-07,94,2270,4,12,0,1087,1181,2,Houston Aeros,1,0,0,2.48,22,AHL,.920,0,38,2,17,16
0,0,0,2012-13,5,100,0,0,0,56,61,0,Houston Aeros,0,0,0,3.00,28,AHL,.918,0,2,0,1,1
0,0,0,2014-15,0,0,0,0,0,0,0,0,Iowa Wild,0,0,0,0,30,AHL,0,0,0,0,0,0
