assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Florida Everblades,0,2004-05,4,0,4,23,0,ECHL
4,Hershey Bears,8,2006-07,19,12,18,25,-3,AHL
3,Providence Bruins,0,2007-08,10,3,6,26,-2,AHL
