assists,team,goals,year,games_played,points,pim,age,plus_minus,league
34,Blaine Bengals,23,1998-99,22,57,42,17,0,High-MN
30,Blaine Bengals,23,1999-00,21,53,28,18,0,High-MN
9,St. Cloud State Huskies,3,2000-01,37,12,23,19,0,WCHA
20,St. Cloud State Huskies,19,2001-02,42,39,74,20,0,WCHA
18,St. Cloud State Huskies,18,2002-03,37,36,64,21,0,WCHA
11,St. Cloud State Huskies,14,2003-04,37,25,32,22,0,WCHA
0,Milwaukee Admirals,0,2003-04,1,0,2,22,0,AHL
2,Lowell Lock Monsters,1,2004-05,15,3,10,23,-1,AHL
26,Florida Everblades,24,2004-05,54,50,94,23,8,ECHL
14,Rochester Americans,13,2005-06,56,27,84,24,6,AHL
26,Hershey Bears,18,2006-07,65,44,105,25,19,AHL
30,Providence Bruins,22,2007-08,67,52,121,26,-4,AHL
15,Lake Erie Monsters,14,2008-09,43,29,71,27,1,AHL
1,USA,2,2014-15,10,3,18,33,1,WC
1,USA,0,2015-16,10,1,6,34,-3,WC
