goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
0.0,1,NHL,3,LAK,141,22,2,0,0,9,2,0,0,0,1,0,.000,0,0,.855,2007-08,62,3.83,0,[],53
7.9,6,NHL,44,LAK,2495,23,18,94,1,103,41,6.81,2,4,21,1,.561,0,23,.914,2008-09,1200,2.48,0,"[{'link': '/awards/voting-2009.html#calder', 'name': 'Calder-16'}]",1097
10.5,13,NHL,72,LAK,4258,24,24,105,1,180,71,-9.02,7,4,39,1,.479,0,34,.907,2009-10,1927,2.54,2,"[{'link': '/awards/voting-2010.html#AS', 'name': 'AS-11'}]",1747
10.7,7,NHL,61,LAK,3591,25,22,94,2,134,60,8.09,3,6,35,2,.617,0,37,.918,2010-11,1631,2.24,0,"[{'link': '/awards/voting-2011.html#vezina', 'name': 'Vezina-8'}]",1497
14.7,8,NHL,69,LAK,4099,26,21,83,2,133,68,28.08,0,0,35,2,.632,0,43,.929,2011-12,1863,1.95,6,"[{'link': '/awards/nhl_all_star.html#2012', 'name': None}, {'link': '/awards/voting-2012.html#hart', 'name': 'Hart-5'}, {'link': '/awards/smythe.html#2012', 'name': None}, {'link': '/awards/voting-2012.html#vezina', 'name': 'Vezina-2'}]",1730
4.4,9,NHL,37,LAK,2134,27,13,111,0,87,36,-8.70,4,1,18,0,.556,0,20,.902,2012-13,889,2.45,2,[],802
7.4,6,NHL,49,LAK,2904,28,17,98,2,100,49,1.93,4,6,27,2,.531,0,26,.915,2013-14,1183,2.07,2,"[{'link': '/awards/voting-2014.html#AS', 'name': 'AS-5'}, {'link': '/awards/jennings.html#2014', 'name': None}, {'link': '/awards/voting-2014.html#vezina', 'name': 'Vezina-5'}]",1083
12.1,9,NHL,72,LAK,4184,29,22,96,1,156,71,5.83,0,6,36,1,.507,0,36,.918,2014-15,1896,2.24,18,"[{'link': '/awards/voting-2015.html#vezina', 'name': 'Vezina-7'}]",1740
11.5,9,NHL,0,LAK,0,30,23,96,3,149,68,5.96,5,5,40,3,.559,0,38,.918,2015-16,1820,2.22,10,"[{'link': '/awards/voting-2016.html#AS', 'name': 'AS-3'}, {'link': '/awards/voting-2016.html#vezina', 'name': 'Vezina-3'}]",1671
2.7,2,NHL,17,LAK,931,31,5,96,0,35,17,1.43,2,2,8,0,.647,0,11,.917,2016-17,421,2.26,2,[],386
