average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
,0,39,2,0,0,NHL,20,18,0,83,-14,127,0,14,0,4,0,3,0,1995-96,NYI,18,0,21,0,14.2,,76,"[{'link': '/awards/voting-1996.html#calder', 'name': 'Calder-13'}]"
,0,23,1,0,0,NHL,21,11,0,68,-3,79,0,7,0,3,0,2,0,1996-97,NYI,10,0,13,0,12.7,,64,[]
,0,33,2,1,0,NHL,22,13,0,121,-17,102,0,10,0,2,1,6,0,1997-98,TOT,13,0,20,0,12.7,,74,[]
,0,18,1,0,0,NHL,22,8,0,58,-19,63,0,6,0,1,0,3,0,1997-98,NYI,7,0,11,0,11.1,,52,[]
,0,15,1,1,0,NHL,22,5,0,63,2,39,0,4,0,1,1,3,0,1997-98,VAN,6,0,9,0,15.4,,22,[]
18:28,0,16,3,0,0,NHL,23,5,0,44,-6,72,0,7,0,1,0,3,0,1998-99,VAN,8,0,8,0,11.1,591,32,[]
15:24,0,50,2,0,0,NHL,24,18,0,126,-2,173,0,21,0,4,0,7,0,1999-00,VAN,25,0,25,0,14.5,1232,80,[]
17:13,0,55,3,0,0,NHL,25,20,0,93,-18,203,0,11,0,14,0,10,0,2000-01,VAN,25,0,30,0,12.3,1360,79,[]
19:40,0,85,3,0,0,NHL,26,33,0,110,21,203,0,22,0,14,0,16,0,2001-02,VAN,36,0,49,0,17.7,1416,72,"[{'link': '/awards/voting-2002.html#AS', 'name': 'AS-6'}, {'link': '/awards/voting-2002.html#AS', 'name': 'AS-3'}]"
20:34,0,97,7,0,0,NHL,27,34,0,144,2,243,0,21,0,0,0,17,0,2002-03,VAN,46,0,51,0,18.9,1687,82,"[{'link': '/awards/nhl_all_star.html#2003', 'name': None}, {'link': '/awards/voting-2003.html#AS', 'name': 'AS-8'}, {'link': '/awards/voting-2003.html#hart', 'name': 'Hart-5'}]"
21:00,0,60,2,0,0,NHL,28,35,0,122,21,156,0,9,0,8,0,8,0,2003-04,VAN,17,0,43,0,10.9,1450,69,[]
19:08,0,71,3,0,0,NHL,30,26,0,120,-17,200,0,13,0,12,0,20,0,2005-06,VAN,25,0,46,0,12.5,1568,82,[]
16:00,0,11,0,0,0,NHL,31,4,0,19,-1,23,0,2,0,1,0,4,0,2006-07,TOT,3,0,8,0,13.0,240,15,[]
16:32,0,7,0,0,0,NHL,31,3,0,13,-4,8,0,0,0,1,0,3,0,2006-07,FLA,1,0,6,0,12.5,116,7,[]
15:32,0,4,0,0,0,NHL,31,1,0,6,3,15,0,2,0,0,0,1,0,2006-07,DET,2,0,2,0,13.3,124,8,[]
16:27,172,40,2,0,21,NHL,32,21,50,97,8,121,45.5,10,60,4,0,5,20,2007-08,ANA,14,66,26,50,11.6,1119,68,[]
18:36,205,44,4,0,20,NHL,33,19,21,74,-13,127,46.7,9,24,6,0,10,28,2008-09,CGY,15,59,29,67,11.8,1228,66,[]
16:46,365,44,4,0,19,NHL,34,19,11,80,-7,216,47.8,14,12,4,0,7,32,2009-10,DET,18,104,26,65,8.3,1375,82,[]
15:57,239,45,2,0,21,NHL,35,24,18,71,-7,138,45.0,14,22,2,0,5,30,2010-11,DET,16,110,29,46,11.6,1293,81,[]
15:33,188,38,1,0,23,NHL,36,20,5,64,23,118,38.5,14,8,0,0,4,21,2011-12,DET,14,96,24,40,11.9,1104,71,[]
15:31,17,3,0,0,1,NHL,37,1,0,2,3,10,0,2,0,0,0,0,0,2012-13,DET,2,6,1,4,20.0,109,7,[]
14:39,153,16,0,0,14,NHL,38,6,9,40,-17,100,50.0,3,9,6,0,1,13,2013-14,DET,9,72,7,27,9.0,865,59,[]
