power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,4,4,0,NHL,2000-01,25,2,VAN,76,2,8,1,0,8,,,25.0,2
1,6,4,0,NHL,2001-02,26,2,VAN,131,2,14,-1,0,16,,,12.5,1
0,14,6,0,NHL,2002-03,27,2,VAN,295,4,0,-3,0,31,,,6.5,2
1,16,7,0,NHL,2006-07,31,3,DET,231,4,15,-2,0,24,,,12.5,2
0,6,2,0,NHL,2007-08,32,0,ANA,85,2,14,-2,0,11,23,,0.0,0
0,6,2,0,NHL,2008-09,33,1,CGY,104,1,8,4,0,9,15,,11.1,1
1,12,11,0,NHL,2009-10,34,2,DET,206,9,12,4,0,19,36,,10.5,1
0,11,6,0,NHL,2010-11,35,2,DET,151,4,15,1,0,23,42,,8.7,2
0,5,0,0,NHL,2011-12,36,0,DET,62,0,9,-5,0,7,12,,0.0,0
0,6,0,0,NHL,2012-13,37,0,DET,58,0,2,-2,0,6,9,,0.0,0
0,1,0,0,NHL,2013-14,38,0,DET,13,0,2,0,0,0,0,,0,0
