pim,team,assists,plus_minus,points,league,games_played,year,age,goals
8,Toronto Goodyears,3,0,4,OHA-Sr.,8,1935-36,19,1
8,Toronto Goodyears,1,0,5,OHA-Sr.,9,1936-37,20,4
21,2 Teams,4,0,12,IAHL,42,1937-38,21,8
11,Syracuse Stars,2,0,5,IAHL,20,1937-38,21,3
10,Springfield Indians,2,0,7,IAHL,22,1937-38,21,5
11,2 Teams,6,0,8,IAHL,42,1938-39,22,2
0,Springfield Indians,2,0,3,IAHL,21,1938-39,22,1
11,Hershey Bears,4,0,5,IAHL,21,1938-39,22,1
14,Springfield Indians,31,0,43,IAHL,54,1939-40,23,12
7,Springfield Indians,1,0,4,AHL,22,1940-41,24,3
12,Springfield Indians,33,0,40,AHL,47,1941-42,25,7
10,Pittsburgh Hornets,25,0,42,AHL,52,1942-43,26,17
2,Pittsburgh Hornets,2,0,2,AHL,3,1943-44,27,0
10,Kingston Army,8,0,15,OHA-Sr.,13,1943-44,27,7
4,Toronto People\'s Credit,0,0,1,TIHL,2,1945-46,29,1
14,2 Teams,7,0,15,USHL,29,1945-46,29,8
6,Fort Worth Rangers,2,0,4,USHL,6,1945-46,29,2
8,St. Paul Saints,5,0,11,USHL,23,1945-46,29,6
8,Toronto People\'s Credit,13,0,17,TIHL,21,1946-47,30,4
24,Fresno Falcons,37,0,73,PCHL,65,1947-48,31,36
2,Fresno Falcons,12,0,17,PCHL,16,1948-49,32,5
