pim,team,assists,plus_minus,points,league,games_played,year,age,goals
44,Detroit Compuware Ambassadors,13,0,30,NAHL,42,2000-01,16,17
17,U.S. National Team Development Program,6,0,18,U-18,40,2001-02,17,12
6,U.S. National Team Development Program,3,0,7,USHL,12,2001-02,17,4
18,U.S. National Team Development Program,3,0,4,NAHL,6,2001-02,17,1
10,United States,2,0,4,WJ18-A,8,2001-02,17,2
53,Michigan State Spartans,19,0,36,CCHA,39,2002-03,18,17
30,Michigan State Spartans,10,6,18,CCHA,30,2003-04,19,8
4,United States,1,3,2,WJC-A,6,2003-04,19,1
30,Michigan State Spartans,9,6,16,CCHA,29,2004-05,20,7
50,Michigan State Spartans,22,3,35,CCHA,37,2005-06,21,13
26,Rochester Americans,7,8,14,AHL,25,2006-07,22,7
2,United States,0,0,1,WC-A,7,2007-08,23,1
0,Utica Comets,1,-1,1,AHL,3,2013-14,29,0
2,Toronto Marlies,0,-1,1,AHL,2,2014-15,30,1
