year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2000-01,16,1,2,0,0,Swe-Jr.,3,Vastra Frolunda HC Goteborg Jr.,1
2001-02,17,1,0,2,0,SEL,10,Vastra Frolunda HC,3
2001-02,17,1,2,1,0,Swe-Jr.,2,Vastra Frolunda HC Goteborg Jr.,2
2001-02,17,1,0,2,0,Sweden,10,Vastra Frolunda HC Goteborg,3
2002-03,18,2,4,3,0,SEL,16,Vastra Frolunda HC,5
2002-03,18,2,4,3,0,Sweden,16,Vastra Frolunda HC Goteborg,5
2003-04,19,4,14,6,0,SEL,10,Vastra Frolunda HC,10
2003-04,19,4,14,6,0,Sweden,10,Vastra Frolunda HC Goteborg,10
2004-05,20,1,4,0,0,SEL,6,MODO Hockey Ornskoldsvik,1
2004-05,20,1,4,0,0,Sweden,6,MODO Hockey Ornskoldsvik,1
2012-13,28,0,0,0,0,SEL,0,MODO Hockey Ornskoldsvik,0
