league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,41,0,19,0,16,0,,BRO,[],0,0,9,0,7,0,1941-42,,0,16,0,0
NHL,31,0,22,0,18,0,,MTL,[],0,0,6,0,12,0,1944-45,,0,16,0,0
NHL,13,0,23,0,3,0,,MTL,[],0,0,1,0,2,0,1945-46,,0,8,0,0
NHL,54,0,24,0,15,0,,MTL,[],0,0,10,0,5,0,1946-47,,0,50,0,0
NHL,23,0,25,0,1,0,,MTL,[],0,0,0,0,1,0,1947-48,,0,19,0,0
NHL,0,0,26,0,26,0,,MTL,"[{'link': '/awards/voting-1949.html#hart', 'name': 'Hart-8'}]",0,0,9,0,17,0,1948-49,,0,50,0,0
NHL,67,0,27,0,27,0,,MTL,[],0,0,12,0,15,0,1949-50,,0,42,0,0
NHL,66,0,28,0,31,0,,MTL,[],0,0,18,0,13,0,1950-51,,0,24,0,0
NHL,44,0,29,0,16,0,,MTL,[],0,0,11,0,5,0,1951-52,,0,19,0,0
NHL,63,0,30,0,19,0,,MTL,[],0,0,14,0,5,0,1952-53,,0,27,0,0
NHL,67,0,31,0,46,0,,MTL,"[{'link': '/awards/nhl_all_star.html#1954', 'name': None}]",0,0,24,0,22,0,1953-54,,0,64,0,0
NHL,70,0,32,0,54,0,,MTL,"[{'link': '/awards/nhl_all_star.html#1955', 'name': None}]",0,0,32,0,22,0,1954-55,,0,82,0,0
NHL,67,0,33,0,30,0,,MTL,[],0,0,17,0,13,0,1955-56,,0,48,0,0
NHL,25,0,34,0,6,0,,CBH,[],0,0,4,0,2,0,1956-57,,0,10,0,0
NHL,2,0,35,0,1,0,,MTL,[],0,0,1,0,0,0,1957-58,,0,0,0,0
