age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,0.0,0,0,-4,NHL,7,0,1974-75,0,15,0,,0,2,,TOR,0
22,,12.1,2,4,-6,NHL,10,0,1975-76,1,33,4,,2,4,,TOR,8
23,,0,7,7,0,NHL,9,0,1976-77,1,33,10,,3,6,,TOR,17
24,,8.3,2,4,-5,NHL,13,0,1977-78,2,36,3,,1,10,,TOR,7
25,,27.3,3,2,1,NHL,6,0,1978-79,0,11,3,,0,0,,TOR,5
28,,0.0,0,1,-3,NHL,3,0,1981-82,0,13,0,,0,6,,CGY,1
29,,15.8,2,4,-4,NHL,7,0,1982-83,0,19,3,,1,19,,CGY,7
30,,19.4,3,7,-2,NHL,11,0,1983-84,1,31,6,,3,6,,CGY,13
31,,0.0,0,0,0,NHL,1,0,1984-85,0,1,0,,0,0,,CGY,0
32,,15.7,7,7,5,NHL,0,0,1985-86,2,70,11,,4,30,,CGY,18
33,,0.0,0,0,-3,NHL,5,0,1986-87,0,7,0,,0,2,,CGY,0
34,,17.6,3,1,3,NHL,9,0,1987-88,0,17,3,,0,6,,CGY,4
35,SC,7.7,1,3,2,NHL,14,0,1988-89,0,13,1,,0,29,,CGY,4
