year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1964-65,17,5,31,8,0,OHA-Jr.,49,Hamilton Red Wings,13
1965-66,18,9,51,15,0,OHA-Jr.,48,Hamilton Red Wings,24
1967-68,20,14,39,17,0,WCHA,32,Michigan Tech Huskies,31
1968-69,21,7,38,15,0,WCHA,31,Michigan Tech Huskies,22
1969-70,22,16,60,20,0,WCHA,31,Michigan Tech Huskies,36
1970-71,23,9,25,14,0,IHL,44,Port Huron Flags,23
1971-72,24,26,69,38,0,CHL,71,Fort Worth Wings,64
1972-73,25,20,43,25,0,AHL,72,Virginia Wings,45
1973-74,26,34,30,30,0,Britain,70,London Lions,64
1974-75,27,14,57,17,0,AHL,70,Virginia Wings,31
1975-76,28,8,14,9,0,AHL,57,New Haven Nighthawks,17
1976-77,29,7,6,1,0,Sweden,25,IF Bjorkloven Umea,8
