power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,4,0,0,NHL,2000-01,22,0,VAN,48,0,4,-3,0,1,,,0.0,0
1,6,5,0,NHL,2001-02,23,3,VAN,91,2,0,3,0,11,,,27.3,2
0,14,3,0,NHL,2002-03,24,2,VAN,198,1,12,3,0,15,,,13.3,2
0,7,4,1,NHL,2003-04,25,3,VAN,129,1,12,3,0,15,,,20.0,3
0,1,0,0,NHL,2006-07,28,0,VAN,10,0,2,0,0,1,,,0.0,0
0,7,0,0,NHL,2007-08,29,0,WSH,97,0,4,-1,0,8,18,,0.0,0
0,0,7,0,NHL,2008-09,30,1,PIT,364,6,22,-2,0,31,59,SC,3.2,1
0,13,6,0,NHL,2009-10,31,4,PIT,197,2,22,-4,0,18,36,,22.2,4
0,6,4,0,NHL,2011-12,33,0,PIT,97,4,16,3,0,3,15,,0.0,0
0,15,4,0,NHL,2012-13,34,0,PIT,227,4,35,1,0,17,32,,0.0,0
0,6,3,0,NHL,2013-14,35,0,MIN,96,3,8,1,0,4,14,,0.0,0
0,7,2,0,NHL,2014-15,36,0,MIN,78,2,4,1,0,8,15,,0.0,0
