age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,,2.0,1,3,-3,NHL,0,0,1974-75,0,49,1,,0,27,,NYI,4
23,,9.7,2,6,-1,NHL,13,0,1975-76,0,31,3,,1,30,,NYI,9
24,,0.0,0,2,-2,NHL,12,0,1976-77,0,17,0,,0,7,,NYI,2
25,,20.0,2,1,0,NHL,7,0,1977-78,2,15,3,,1,14,,NYI,4
26,,12.5,3,2,2,NHL,10,0,1978-79,1,24,3,,0,4,,NYI,5
27,SC,15.3,0,9,-3,NHL,20,0,1979-80,3,59,9,,0,50,,NYI,18
28,SC,22.2,6,6,7,NHL,18,0,1980-81,1,27,6,,0,20,,NYI,12
29,SC,18.5,5,5,8,NHL,15,0,1981-82,0,27,5,,0,32,,NYI,10
30,SC,15.6,7,6,9,NHL,0,0,1982-83,0,45,7,,0,15,,NYI,13
31,,0.0,0,2,-5,NHL,15,0,1983-84,0,10,0,,0,8,,NYI,2
32,,33.3,2,2,1,NHL,10,0,1984-85,0,6,2,,0,29,,NYI,4
