age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,,0.0,0,0,-2,NHL,2,0,1988-89,0,2,0,,0,2,,DET,0
24,,0.0,0,1,0,NHL,5,0,1990-91,0,4,0,,0,41,,DET,1
25,,8.3,0,3,1,NHL,7,0,1991-92,0,12,1,,1,10,,NJD,4
26,,0.0,0,0,1,NHL,5,0,1992-93,0,1,0,,0,16,,NJD,0
27,,6.7,1,2,-1,NHL,20,0,1993-94,0,15,1,,0,24,,NJD,3
28,SC,26.7,6,4,5,NHL,19,0,1994-95,2,30,8,,2,11,,NJD,12
30,,6.7,1,1,1,NHL,10,0,1996-97,0,15,1,,0,0,,NJD,2
31,,0.0,0,1,-1,NHL,6,0,1997-98,0,7,0,,0,0,,NJD,1
32,,18.8,3,2,1,NHL,7,0,1998-99,1,16,3,17:06,0,2,120,NJD,5
33,SC,0.0,0,6,-1,NHL,0,0,1999-00,0,31,0,11:39,0,9,268,NJD,6
34,,19.4,4,3,3,NHL,19,0,2000-01,1,31,6,14:27,2,8,274,NJD,9
