assists,team,goals,year,games_played,points,pim,age,plus_minus,league
11,Oshawa Generals,21,1945-46,12,32,4,18,0,OHA-Jr.
1,Oshawa Generals,3,1946-47,5,4,16,19,0,OHA-Jr.
0,Toronto Marlboros,2,1947-48,5,2,6,20,0,OHA-Jr.
5,Los Angeles Monarchs,1,1948-49,7,6,17,21,0,PCHL
8,Los Angeles Monarchs,6,1949-50,17,14,20,22,0,PCHL
3,Cleveland Barons,1,1951-52,5,4,7,24,0,AHL
1,Cleveland Barons,1,1952-53,11,2,11,25,0,AHL
6,Montreal Royals,1,1954-55,14,7,14,27,0,QHL
1,Cleveland Barons,1,1955-56,8,2,10,28,0,AHL
5,Belleville McFarlands,2,1956-57,10,7,10,29,0,EOHL
19,Belleville McFarlands,5,1957-58,13,24,2,30,0,EOHL
12,Belleville McFarlands,6,1957-58,14,18,12,30,0,Al-Cup
11,Belleville McFarlands,3,1959-60,12,14,4,32,0,OHA-Sr.
