assists,year,games_played,points,goals,team,age,pim,plus_minus,league
18,1985-86,30,41,23,St. Michael\'s Buzzers,17,69,0,ON-Jr.B
11,1986-87,33,20,9,St. Lawrence University,18,25,0,ECAC
16,1987-88,30,37,21,St. Lawrence University,19,36,0,ECAC
1,1987-88,7,3,2,United States,19,14,0,WJC-A
27,1988-89,36,48,21,St. Lawrence University,20,44,0,ECAC
26,1989-90,32,45,19,St. Lawrence University,21,30,0,ECAC
29,1990-91,75,53,24,Springfield Indians,22,82,0,AHL
25,1991-92,50,58,33,Springfield Indians,23,92,0,AHL
20,1992-93,33,35,15,Springfield Indians,24,118,0,AHL
10,1993-94,33,26,16,Salt Lake Golden Eagles,25,153,0,IHL
10,1994-95,32,26,16,Detroit Vipers,26,126,0,IHL
36,1995-96,82,66,30,2 Teams,27,175,0,IHL
19,1995-96,53,38,19,Detroit Vipers,27,105,0,IHL
17,1995-96,29,28,11,Las Vegas Thunder,27,70,0,IHL
0,1996-97,11,3,3,Baltimore Bandits,28,22,0,AHL
14,1996-97,30,23,9,Las Vegas Thunder,28,41,0,IHL
25,1997-98,82,55,30,Las Vegas Thunder,29,183,-32,IHL
1,2000-01,6,1,0,Pensacola Ice Pilots,32,4,0,ECHL
