pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Owen Sound Jr. Greys,8,0,16,Exhib.,17,1924-25,18,8
2,Niagara Falls Cataracts,5,0,8,OHA-Sr.,19,1925-26,19,3
4,Niagara Falls Cataracts,3,0,9,Can-Pro,22,1926-27,20,6
18,Niagara Falls Cataracts,1,0,7,Can-Pro,39,1927-28,21,6
8,New Haven Eagles,1,0,2,Can-Am,35,1928-29,22,1
40,New Haven Eagles,1,0,2,Can-Am,6,1929-30,23,1
18,New Haven Eagles,14,0,26,Can-Am,32,1930-31,24,12
16,New Haven Eagles,7,0,16,Can-Am,26,1931-32,25,9
19,2 Teams,3,0,13,Can-Am,49,1932-33,26,10
10,New Haven Eagles,0,0,6,Can-Am,28,1932-33,26,6
9,Boston Cubs,3,0,7,Can-Am,21,1932-33,26,4
11,Windsor/London,1,0,3,IHL,40,1933-34,27,2
13,Philadelphia Arrows,22,0,34,Can-Am,48,1934-35,28,12
11,St. Louis Flyers,19,0,33,AHA,48,1935-36,29,14
2,St. Paul Saints,19,0,27,AHA,42,1936-37,30,8
4,St. Paul Saints,10,0,16,AHA,47,1937-38,31,6
0,Kansas City Greyhounds,7,0,15,AHA,47,1938-39,32,8
