assists,year,games_played,points,goals,team,age,pim,plus_minus,league
6,1986-87,17,15,9,Niagara Falls Canucks,16,16,0,ON-Jr.B
48,1987-88,36,84,36,Niagara Falls Canucks,17,60,0,ON-Jr.B
33,1988-89,66,44,11,Kitchener Rangers,18,13,0,OHL
57,1989-90,64,105,48,Kitchener Rangers,19,85,0,OHL
47,1990-91,77,87,40,Fredericton Canadiens,20,62,0,AHL
27,1991-92,29,46,19,Fredericton Canadiens,21,20,0,AHL
3,1992-93,3,7,4,Fredericton Canadiens,22,0,0,AHL
58,1995-96,55,101,43,Carolina Panthers,25,29,0,AHL
47,1996-97,72,88,41,Carolina Monarchs,26,69,0,AHL
57,1997-98,76,99,42,Cincinnati Cyclones,27,54,8,IHL
53,1998-99,76,88,35,Cincinnati Cyclones,28,123,4,IHL
49,1999-00,81,83,34,Cincinnati Cyclones,29,88,3,IHL
43,2000-01,80,66,23,Cincinnati Cyclones,30,46,-20,IHL
26,2001-02,57,41,15,Krefeld Pinguine,31,26,0,Germany
29,2002-03,51,46,17,Hannover Scorpions,32,55,0,Germany
20,2003-04,17,42,22,Cambridge Hornets,33,6,0,OHA-Sr.
29,2004-05,27,45,16,Cambridge Hornets,34,6,0,OHA-Sr.
24,2005-06,19,35,11,Cambridge Hornets,35,8,0,OHA-Sr.
