average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
16:38,49,4,0,0,22,NHL,22,1,0,10,2,17,0,0,0,1,0,2,2,2014-15,TOT,1,9,3,14,5.9,349,21,[]
13:10,10,2,0,0,5,NHL,22,0,0,2,1,2,0,0,0,1,0,1,0,2014-15,CHI,1,1,1,2,50.0,53,4,[]
17:27,39,2,0,0,17,NHL,22,1,0,8,1,15,0,0,0,0,0,1,2,2014-15,VAN,0,8,2,12,0.0,297,17,[]
14:48,83,7,0,0,34,NHL,23,6,0,20,6,43,0,1,0,0,0,0,5,2015-16,TOT,1,19,6,19,2.3,429,29,[]
13:08,21,1,0,0,4,NHL,23,1,0,10,3,11,0,0,0,0,0,0,3,2015-16,PIT,0,4,1,2,0.0,118,9,[]
15:33,62,6,0,0,30,NHL,23,5,0,10,3,32,0,1,0,0,0,0,2,2015-16,EDM,1,15,5,17,3.1,311,20,[]
15:49,88,11,0,0,27,NHL,24,8,0,17,3,38,0,1,0,1,0,1,7,2016-17,NYR,2,22,9,20,5.3,490,31,[]
