year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2000-01,16,0,2,0,0,Norway,4,Lillehammer IK,0
2000-01,16,0,4,0,-1,WJ18-A,6,Norway,0
2001-02,17,1,63,5,0,Norway,37,Lillehammer IK,6
2001-02,17,1,8,3,0,WJC-B,5,Norway,4
2001-02,17,1,18,1,-8,WJ18-A,8,Norway,2
2002-03,18,6,73,14,4,WHL,43,Brandon Wheat Kings,20
2002-03,18,2,10,4,2,WJC-B,5,Norway,6
2003-04,19,3,94,27,17,WHL,53,Brandon Wheat Kings,30
2003-04,19,1,2,3,2,WJC-B,5,Norway,4
2003-04,19,1,4,0,0,WC-B,5,Norway,1
2004-05,20,0,115,3,2,AHL,64,Syracuse Crunch,3
2004-05,20,0,0,0,-2,ECHL,2,Dayton Bombers,0
2004-05,20,0,4,0,2,WC-B,5,Norway,0
2005-06,21,2,155,16,20,AHL,58,Syracuse Crunch,18
2009-10,25,1,44,0,-1,AHL,16,Grand Rapids Griffins,1
2009-10,25,0,25,0,-1,Olympics,3,Norway,0
2009-10,25,0,2,1,-3,WC-A,3,Norway,1
2010-11,26,1,95,2,0,Sweden,43,MODO Hockey Ornskoldsvik,3
2010-11,26,0,10,1,0,WC-A,7,Norway,1
2011-12,27,2,62,9,0,Sweden,50,MODO Hockey Ornskoldsvik,11
2011-12,27,0,20,0,3,WC-A,8,Norway,0
2012-13,28,2,94,7,0,Sweden,54,Farjestads BK Karlstad,9
2012-13,28,1,8,0,-3,WC-A,6,Norway,1
