age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,19.0,2,3,4,NHL,21,0,1988-89,0,21,4,,2,17,,MTL,7
22,,0.0,0,1,-3,NHL,11,0,1989-90,0,13,0,,0,8,,MTL,1
23,,15.8,3,2,3,NHL,12,0,1990-91,0,19,3,,0,6,,MTL,5
24,,14.3,1,1,1,NHL,8,0,1991-92,0,7,1,,0,16,,MTL,2
25,SC,7.4,2,13,10,NHL,19,0,1992-93,0,27,2,,0,6,,MTL,15
26,,37.5,3,1,1,NHL,6,0,1993-94,0,8,3,,0,4,,MTL,4
28,SC,13.6,3,2,1,NHL,0,0,1995-96,1,22,3,,0,16,,COL,5
29,,17.6,3,1,2,NHL,17,0,1996-97,1,17,3,,0,24,,COL,4
30,,17.4,3,4,7,NHL,17,1,1997-98,1,23,4,,0,0,,DAL,8
31,SC,12.2,4,2,-1,NHL,0,1,1998-99,1,41,5,18:02,0,6,415,DAL,7
32,,7.4,2,4,1,NHL,0,0,1999-00,0,27,2,16:20,0,14,376,DAL,6
33,,50.0,3,2,1,NHL,10,0,2000-01,0,6,3,16:08,0,4,161,DAL,5
34,,4.2,1,4,0,NHL,18,0,2001-02,0,24,1,16:18,0,8,293,COL,5
35,,0.0,0,0,0,NHL,6,0,2002-03,0,1,0,7:57,0,2,48,COL,0
36,,0.0,0,0,-3,NHL,7,0,2003-04,0,4,0,12:18,0,4,86,VAN,0
