assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Saskatoon Blades,0,1981-82,5,0,0,17,0,WHL
0,Saskatoon Blades,0,1982-83,3,0,12,18,0,WHL
0,Springfield Indians,0,1984-85,4,0,13,20,0,AHL
5,Springfield Indians,3,1989-90,18,8,33,25,0,AHL
7,Springfield Indians,2,1990-91,18,9,24,26,0,AHL
4,Muskegon Lumberjacks,1,1991-92,14,5,36,27,0,IHL
8,San Antonio Iguanas,6,1994-95,13,14,25,30,0,CHL
8,San Antonio Iguanas,3,1995-96,11,11,14,31,0,CHL
5,Shreveport Mudbugs,3,1997-98,8,8,29,33,0,WPHL
7,Shreveport Mudbugs,7,1998-99,12,14,16,34,0,WPHL
5,Shreveport Mudbugs,5,1999-00,12,10,4,35,0,WPHL
2,Bossier-Shreveport Mudbugs,8,2000-01,14,10,17,36,0,WPHL
