shotsPercentage,faceoff_loses,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,giveaways,total_shots,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,takeaways,faceoff_percentage,age,game_winning_goals,league,shorthanded_goals,blocks,average_ice_time,hits,games_played,faceoff_wins,points,awards,power_play_goals
0.0,0,1995-96,0,0,,0,0,0,8,0,0,-1,0,TOR,0,0,0,24,0,NHL,0,0,,0,5,0,0,[],0
4.3,0,1996-97,6,2,,0,0,0,23,2,1,-6,4,TOR,1,0,0,25,0,NHL,0,0,,0,20,0,5,[],0
4.8,0,1998-99,44,5,1021,0,0,0,124,7,2,-24,12,NSH,6,0,0,27,1,NHL,0,0,16:12,0,63,0,18,[],4
6.5,0,1999-00,26,6,1078,0,0,0,92,5,4,-9,11,NYI,6,0,0,28,1,NHL,0,0,19:58,0,54,0,17,[],2
10.2,0,2000-01,33,7,991,0,0,0,108,9,2,3,16,CBJ,11,0,0,29,1,NHL,0,0,14:21,0,69,0,27,[],9
2.6,0,2001-02,7,1,394,0,0,0,38,1,1,-9,2,CBJ,1,0,0,30,0,NHL,0,0,14:04,0,28,0,3,[],0
5.0,0,2005-06,54,7,1552,2,0,0,140,12,3,-5,21,WSH,7,0,0,34,2,NHL,0,0,21:52,0,71,0,28,[],4
8.0,0,2006-07,47,10,1226,1,0,0,75,7,3,2,18,TOT,6,0,0,35,1,NHL,0,0,17:16,0,71,0,24,[],3
8.0,0,2006-07,27,7,851,1,0,0,50,4,2,4,12,WSH,4,0,0,35,1,NHL,0,0,16:22,0,52,0,16,[],2
8.0,0,2006-07,20,3,375,0,0,0,25,3,1,-2,6,LAK,2,0,0,35,0,NHL,0,0,19:44,0,19,0,8,[],1
0.0,0,2008-09,4,0,154,0,2,22,11,2,0,-1,2,TBL,0,0,0,37,0,NHL,0,15,11:49,5,13,0,2,[],0
