assists,team,goals,year,games_played,points,pim,age,plus_minus,league
13,Boston College Eagles,22,1964-65,18,35,0,18,0,ECAC
26,Boston College Eagles,9,1965-66,27,35,22,19,0,ECAC
23,Boston College Eagles,32,1966-67,28,55,19,20,0,ECAC
2,United States,1,1966-67,7,3,2,20,0,WEC-A
7,Concord Eastern Olympics,9,1967-68,21,16,6,21,0,NESHL
3,United States,3,1967-68,7,6,0,21,0,Olympics
28,Boston College Eagles,14,1968-69,26,42,22,22,0,ECAC
1,Oklahoma City Blazers,2,1968-69,6,3,4,22,0,CHL
26,Oklahoma City Blazers,6,1969-70,69,32,109,23,0,CHL
12,Oklahoma City Blazers,5,1970-71,43,17,47,24,0,CHL
28,Boston Braves,7,1971-72,74,35,65,25,0,AHL
