year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1968-69,17,7,27,12,0,OHA-Jr.,54,Peterborough Petes,19
1969-70,18,24,77,16,0,ON-Jr.A,40,Smiths Falls Bears,40
1970-71,19,30,97,32,0,ON-Jr.A,44,Smiths Falls Bears,62
1971-72,20,16,21,10,0,OUAA,26,Laurentian University,26
1972-73,21,14,37,7,0,OUAA,25,Laurentian University,21
1973-74,22,11,29,22,0,IHL,58,Columbus Owls,33
1974-75,23,10,20,11,0,CHL,30,Denver Spurs,21
1975-76,24,0,4,1,0,AHL,3,Providence Reds,1
1975-76,24,19,17,33,0,CHL,70,Oklahoma City Blazers,52
1976-77,25,20,17,27,0,CHL,74,Kansas City Blues,47
1977-78,26,16,26,23,0,CHL,59,Salt Lake Golden Eagles,39
1978-79,27,7,15,10,0,CHL,58,Salt Lake Golden Eagles,17
1979-80,28,4,24,16,0,CHL,61,Salt Lake Golden Eagles,20
