bad_start,shutouts,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,games_started,age,good_start_precentages,saves,pim,goals,good_starts,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,won,assists,ties,wins,games_played,minutes
0,0,0,4.96,0,0,NHL,0,29,0,0,0,0,0,0,10,0,1979-80,TOR,2,,0,0,0,2,121
0,0,0,10.15,0,0,NHL,0,30,0,0,0,0,0,0,11,0,1980-81,TOR,2,,0,0,0,3,65
