year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1993-94,15,9,14,5,0,ON-Jr.D,13,Belmont Bombers,14
1994-95,16,35,47,47,0,ON-Jr.B,45,St. Thomas Stars,82
1995-96,17,13,18,21,0,OHL,65,Guelph Storm,34
1996-97,18,37,37,31,0,OHL,64,Guelph Storm,68
1997-98,19,45,41,31,28,OHL,57,Guelph Storm,76
1997-98,19,0,4,2,0,WJC-A,7,Canada,2
1998-99,20,19,28,10,-8,AHL,72,Hershey Bears,29
1999-00,21,20,44,39,1,AHL,78,Hershey Bears,59
2000-01,22,18,20,23,5,AHL,48,Hershey Bears,41
2002-03,24,29,49,28,2,AHL,59,Hershey Bears,57
2004-05,26,0,4,3,0,Slovenia,2,ZM Olimpija Ljubljana,3
2004-05,26,7,34,6,0,Interliga,12,ZM Olimpija Ljubljana,13
2004-05,26,23,47,17,-8,AHL,53,Portland Pirates,40
2008-09,30,8,8,6,7,AHL,12,Lake Erie Monsters,14
2009-10,31,26,44,31,-24,AHL,75,Lake Erie Monsters,57
2010-11,32,30,68,38,27,AHL,76,Hershey Bears,68
2011-12,33,18,88,26,-8,AHL,68,Hamilton Bulldogs,44
2012-13,34,24,105,11,0,Finland,48,TPS Turku,35
2012-13,34,1,0,5,0,Swiss,6,Kloten Flyers,6
