year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1964-65,17,3,6,5,0,SJHL,9,Brandon Wheat Kings,8
1965-66,18,8,4,14,0,SJHL,11,Brandon Wheat Kings,22
1966-67,19,5,6,10,0,CMJHL,9,Brandon Wheat Kings,15
1966-67,19,2,4,2,0,M-Cup,5,Port Arthur Marrs,4
1968-69,21,2,0,4,0,CHL,7,Omaha Knights,6
