goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
0.3,0,NHL,1,TOR,60,21,0,0,0,1,0,0,0,0,1,0,0,0,0,.962,1990-91,26,1.00,0,[],25
3.2,0,NHL,22,TOR,1213,24,7,93,0,53,0,3.77,3,0,9,0,0,0,0,.902,1993-94,541,2.62,2,[],488
2.8,0,NHL,13,TOR,760,25,6,85,0,34,0,6.17,1,0,6,0,0,0,0,.916,1994-95,404,2.68,4,[],370
8.1,0,NHL,47,TOT,2747,26,27,93,2,127,0,9.32,5,2,14,2,0,0,0,.905,1995-96,1342,2.77,4,[],1215
1.8,0,NHL,11,TOR,624,26,5,0,0,29,0,0,1,0,4,0,0,0,0,.904,1995-96,301,2.79,0,[],272
6.3,0,NHL,36,OTT,2123,26,22,93,2,98,0,7.74,4,2,10,2,0,0,0,.906,1995-96,1041,2.77,4,[],943
4.9,0,NHL,50,OTT,2934,27,20,115,2,133,0,-17.43,0,1,14,2,0,0,0,.890,1996-97,1213,2.72,2,[],1080
6.9,0,NHL,50,OTT,2743,28,19,99,1,107,0,0.64,7,5,19,1,0,0,0,.907,1997-98,1148,2.34,0,[],1041
5.8,0,NHL,45,OTT,2480,29,13,103,2,101,0,-3.26,7,3,22,1,0,1,0,.905,1998-99,1060,2.44,4,[],959
2.2,0,NHL,28,ATL,1561,30,19,132,0,101,0,-24.23,3,1,5,0,0,0,0,.874,1999-00,803,3.88,2,[],702
6.2,0,NHL,38,ATL,2072,31,19,106,0,116,0,-6.78,7,0,7,0,0,0,0,.897,2000-01,1129,3.36,16,[],1013
2.0,0,NHL,15,ATL,769,32,10,116,0,47,0,-6.50,1,0,2,0,0,0,0,.893,2001-02,439,3.67,0,[],392
