won,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
,0,NHL,1,TOR,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993-94,0,0.00,0,0
,0,NHL,10,OTT,590,28,5,105,0,21,0,-0.96,0,0,5,0,0,0,0,.911,1997-98,236,2.14,0,215
,0,NHL,2,OTT,150,29,2,0,0,6,0,0,0,0,0,0,0,0,0,.908,1998-99,65,2.40,0,59
