age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,,12.5,0,1,3,NHL,21,1,2002-03,1,8,1,436,0,6,,MDA,2
23,,0.0,0,0,0,NHL,3,0,2003-04,0,1,0,36,0,0,,COL,0
25,,0.0,0,0,-3,NHL,9,0,2005-06,0,1,0,78,0,4,,COL,0
27,,20.0,1,0,-3,NHL,10,0,2007-08,0,5,1,194,0,8,10,COL,1
