shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,goalie_point_share,pim,awards,shutouts,points,bad_start,team
10,0,0,10,23,1,0,2014-15,0,0,0.00,NHL,0,0,0,0,0,0,1.000,20,0.2,0,[],0,0,0,OTT
11,0,0,11,32,1,0,2015-16,0,0,0.00,NHL,0,0,0,0,0,0,1.000,21,0.2,0,[],0,0,0,OTT
15,0,0,11,40,1,0,2016-17,0,0,6.00,NHL,0,4,0,0,1,0,.733,22,-0.2,0,[],0,0,0,OTT
