year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1954-55,18,1,0,0,0,QJHL,5,Montreal Jr. Canadiens,1
1955-56,19,1,11,4,0,M-Cup,10,Montreal Jr. Canadiens,5
1960-61,24,2,35,1,0,AHL,8,Hershey Bears,3
1963-64,27,1,4,3,0,AHL,5,Pittsburgh Hornets,4
1964-65,28,4,2,2,0,AHL,4,Pittsburgh Hornets,6
1966-67,30,4,0,2,0,AHL,5,Quebec Aces,6
1968-69,32,0,2,7,0,AHL,11,Quebec Aces,7
1969-70,33,0,6,2,0,AHL,6,Quebec Aces,2
1970-71,34,2,4,3,0,WHL,5,Denver Spurs,5
1971-72,35,1,6,5,0,WHL,9,Denver Spurs,6
