pim,team,assists,plus_minus,points,league,games_played,year,age,goals
144,Waterloo Siskins,18,0,38,ON-Jr.B,47,1990-91,15,20
80,Cornwall Royals,12,0,20,OHL,60,1991-92,16,8
181,Newmarket Royals,18,0,39,OHL,64,1992-93,17,21
134,Newmarket Royals,19,0,39,OHL,39,1993-94,18,20
37,Moncton Hawks,0,0,2,AHL,8,1993-94,18,2
6,Canada,3,0,5,WJC-A,7,1994-95,19,2
130,2 Teams,39,0,73,OHL,44,1994-95,19,34
58,Sarnia Sting,9,0,18,OHL,16,1994-95,19,9
72,Oshawa Generals,30,0,55,OHL,28,1994-95,19,25
127,Syracuse Crunch,32,0,49,AHL,71,1995-96,20,17
103,Syracuse Crunch,24,0,44,AHL,54,1996-97,21,20
84,Syracuse Crunch,12,-2,18,AHL,29,1997-98,22,6
155,Syracuse Crunch,28,0,41,AHL,71,1998-99,23,13
107,Kentucky Thoroughblades,12,3,23,AHL,61,1999-00,24,11
112,Kentucky Thoroughblades,16,8,36,AHL,71,2000-01,25,20
10,Reading Royals,2,-13,3,ECHL,8,2001-02,26,1
63,2 Teams,6,0,9,AHL,50,2001-02,26,3
61,Hershey Bears,6,1,9,AHL,49,2001-02,26,3
2,Cincinnati Mighty Ducks,0,-1,0,AHL,1,2001-02,26,0
67,Johnstown Chiefs,22,10,35,ECHL,38,2003-04,28,13
78,Reading Royals,15,-1,24,ECHL,64,2004-05,29,9
81,Reading Royals,16,-10,28,ECHL,57,2005-06,30,12
14,Reading Royals,2,-4,4,ECHL,13,2006-07,31,2
14,Reading Royals,5,-5,5,ECHL,10,2007-08,32,0
