assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1916-17,2,1,1,Ottawa Senators,25,8,0,NHA
2,1919-20,5,2,0,Ottawa Senators,28,3,0,St-Cup
2,1920-21,5,4,2,Ottawa Senators,29,13,0,St-Cup
2,1922-23,6,3,1,Ottawa Senators,31,10,0,St-Cup
