giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,11,0,22,0,0,10,3,0,0,134,CGY,0,0,[],10.0,1,2,-2,1,0,0,2001-02,0,12:12,0,26,0,2
0,NHL,50,0,23,0,0,64,2,0,0,759,CGY,0,0,[],1.6,1,1,-9,1,0,0,2002-03,0,15:11,0,114,0,1
0,NHL,26,1,24,0,0,31,3,0,1,306,CGY,0,0,[],3.2,1,2,-1,1,0,0,2003-04,0,11:46,0,50,0,1
0,NHL,58,0,26,0,0,55,7,0,0,801,TOT,0,0,[],3.6,2,5,4,2,0,0,2005-06,0,13:48,0,79,0,5
0,NHL,7,0,26,0,0,13,1,0,0,83,CGY,0,0,[],7.7,1,0,0,1,0,0,2005-06,0,11:49,0,11,0,0
0,NHL,51,0,26,0,0,42,6,0,0,718,FLA,0,0,[],2.4,1,5,4,1,0,0,2005-06,0,14:04,0,68,0,5
0,NHL,72,0,27,0,0,88,9,0,1,946,FLA,0,0,[],1.1,1,8,1,1,0,0,2006-07,0,13:08,0,119,0,7
24,NHL,73,0,28,0,157,96,23,95,5,850,FLA,10,0,[],8.3,6,15,1,8,0,0,2007-08,21,11:39,2,73,0,10
26,NHL,78,0,29,1,224,117,21,95,1,1260,TOT,17,0.0,[],3.4,4,17,17,4,0,0,2008-09,60,16:10,0,143,0,16
26,NHL,65,0,29,0,193,100,20,84,1,1054,ANA,13,0,[],4.0,4,16,14,4,0,0,2008-09,51,16:12,0,125,0,15
0,NHL,13,0,29,1,31,17,1,11,0,207,BOS,4,0.0,[],0.0,0,1,3,0,0,0,2008-09,9,15:55,0,18,0,1
49,NHL,78,2,30,1,241,134,23,54,1,1333,BUF,20,0.0,[],3.7,5,18,0,5,0,0,2009-10,81,17:06,0,75,0,17
61,NHL,73,0,31,1,222,118,26,86,1,1440,BUF,21,0.0,[],4.2,5,21,16,5,0,0,2010-11,138,19:43,0,83,0,20
21,NHL,52,1,32,0,113,57,14,49,4,768,CHI,6,0,[],8.8,3,9,4,5,0,0,2011-12,46,14:46,2,45,0,5
