goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
2.7,0,NHL,17,LAK,899,25,9,96,1,39,0,1.48,2,0,2,1,0,0,0,.911,1998-99,439,2.60,0,[],400
0.7,0,NHL,4,DET,240,26,0,0,0,11,0,0,0,0,4,0,0,0,0,.906,1999-00,117,2.75,0,[],106
7.2,0,NHL,39,DET,2136,27,5,83,2,73,0,14.93,5,2,24,2,0,0,0,.920,2000-01,909,2.05,4,[],836
3.3,0,NHL,20,DET,1117,28,6,97,1,45,0,1.40,2,1,10,1,0,0,0,.911,2001-02,503,2.42,0,[],458
5.4,0,NHL,25,DET,1406,29,5,82,1,51,0,11.08,4,0,14,1,0,0,0,.925,2002-03,681,2.18,2,[],630
7.3,0,NHL,41,DET,2325,30,10,90,0,82,0,8.75,5,3,23,0,0,0,0,.920,2003-04,1019,2.12,0,[],937
9.3,0,NHL,51,DET,2905,32,8,86,1,106,0,16.82,3,7,37,1,0,0,0,.915,2005-06,1244,2.19,0,"[{'link': '/awards/voting-2006.html#AS', 'name': 'AS-6'}, {'link': '/awards/voting-2006.html#vezina', 'name': 'Vezina-5'}]",1138
7.5,0,NHL,45,STL,2522,33,15,98,0,109,0,2.53,5,5,23,0,0,0,0,.907,2006-07,1177,2.59,2,[],1068
10.5,12,NHL,66,STL,3666,34,25,98,2,147,65,2.71,8,5,27,2,.600,0,39,.911,2007-08,1648,2.41,4,[],1501
2.2,8,NHL,29,STL,1452,35,9,126,0,77,28,-15.78,2,0,13,0,.393,0,11,.885,2008-09,669,3.18,0,[],592
4.1,4,NHL,28,CAR,1472,36,7,104,1,69,24,-2.90,5,1,10,1,.458,0,11,.907,2009-10,745,2.81,0,[],676
