won,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
SC,0,NHL,1,DET,11,28,0,0,0,1,0,0,0,0,0,0,0,0,0,.500,2001-02,2,5.45,0,1
,0,NHL,4,DET,220,30,2,0,1,8,0,0,0,0,2,1,0,0,0,.905,2003-04,84,2.18,0,76
,0,NHL,6,DET,408,32,4,124,0,18,0,-3.44,0,0,2,0,0,0,0,.884,2005-06,155,2.65,0,137
