shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,bad_start,team
0,0,2,0,1194,22,0,2000-01,0,10,3.07,QAAA,0,61,0,0,9,0,0,16,0,2,0,0,Gatineau Intrepide
0,0,1,0,2909,51,1,2001-02,0,28,3.51,QMJHL,0,170,0,0,20,0,0,17,16,1,1,0,Chicoutimi Sagueneens
0,0,1,0,2583,48,0,2002-03,0,18,3.81,QMJHL,0,164,0,0,24,0,0,18,8,0,0,0,Chicoutimi Sagueneens
0,0,6,0,2701,50,0,2003-04,0,21,2.87,QMJHL,0,129,0,0,20,0,0,19,26,1,0,0,Chicoutimi Sagueneens
553,0,2,491,1258,22,0,2004-05,0,6,2.96,AHL,0,62,0,0,13,0,.888,20,2,0,0,0,Edmonton Roadrunners
432,0,1,406,673,11,0,2004-05,0,7,2.32,ECHL,0,26,0,0,3,0,.940,20,2,1,0,0,Greenville Grrrowl
0,0,0,0,666,13,0,2005-06,0,4,3.15,AHL,0,35,0,0,7,0,0,21,0,0,0,0,Hamilton Bulldogs
0,0,0,0,335,6,0,2005-06,0,2,3.04,ECHL,0,17,0,0,4,0,0,21,0,0,0,0,Greenville Grrrowl
1001,0,3,909,2231,40,0,2006-07,0,22,2.47,AHL,0,92,0,0,12,0,.908,22,22,4,0,0,Wilkes-Barre Penguins
0,0,5,0,3045,57,2,2007-08,0,26,2.90,AHL,0,147,0,0,23,0,0,23,12,0,2,0,Springfield Falcons
139,0,0,126,286,5,0,2008-09,0,1,2.73,AHL,0,13,0,0,4,0,.906,24,0,0,0,0,Springfield Falcons
0,0,4,0,1945,35,0,2010-11,0,17,2.81,AHL,0,91,0,0,13,0,0,26,0,3,0,0,Oklahoma City Barons
0,0,0,0,864,16,0,2011-12,0,6,3.75,AHL,0,54,0,0,9,0,0,27,0,0,0,0,Syracuse Crunch
482,0,1,435,867,15,1,2012-13,0,6,3.25,ECHL,0,47,0,0,8,0,.902,28,2,0,1,0,Fort Wayne Komets
123,0,0,114,223,5,0,2012-13,0,2,2.42,AHL,0,9,0,0,2,0,.927,28,0,1,0,0,2 Teams
63,0,0,56,120,2,0,2012-13,0,1,3.50,AHL,0,7,0,0,1,0,.889,28,0,0,0,0,Norfolk Admirals
60,0,0,58,103,3,0,2012-13,0,1,1.17,AHL,0,2,0,0,1,0,.967,28,0,1,0,0,Houston Aeros
