age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,0.0,0,6,5,NHL,6,0,1992-93,0,7,0,,0,8,,QUE,6
23,,11.1,1,3,4,NHL,6,0,1994-95,0,9,1,,0,8,,QUE,4
24,SC,19.4,3,11,-1,NHL,0,0,1995-96,1,31,6,,3,18,,COL,17
25,,9.5,2,4,1,NHL,17,0,1996-97,1,21,2,,0,17,,COL,6
26,,12.5,1,3,0,NHL,6,0,1997-98,0,8,1,,0,6,,SJS,4
27,,22.2,1,3,1,NHL,6,0,1998-99,0,9,2,16:54,1,10,101,SJS,5
28,,25.0,2,1,-3,NHL,12,0,1999-00,1,20,5,17:37,3,2,211,SJS,6
29,,0.0,0,3,-1,NHL,6,0,2000-01,0,10,0,19:44,0,0,118,SJS,3
30,,23.5,4,6,6,NHL,12,0,2001-02,1,17,4,19:51,0,4,238,SJS,10
32,,15.4,2,3,5,NHL,17,0,2003-04,0,13,2,15:31,0,4,264,SJS,5
