pim,team,assists,plus_minus,points,league,games_played,year,age,goals
12,Melville Millionaires,2,0,3,SJHL,19,1983-84,16,1
154,Melville Millionaires,16,0,29,SJHL,49,1984-85,17,13
2,Saskatoon Blades,0,0,1,WHL,12,1984-85,17,1
131,Saskatoon Blades,25,0,32,WHL,66,1985-86,18,7
163,Saskatoon Blades,26,0,28,WHL,44,1986-87,19,2
105,Salt Lake Golden Eagles,10,0,13,IHL,31,1988-89,21,3
164,Salt Lake Golden Eagles,44,0,61,IHL,80,1989-90,22,17
18,Salt Lake Golden Eagles,3,0,4,IHL,8,1990-91,23,1
46,San Antonio Dragons,11,0,24,IHL,62,1996-97,29,13
59,Kolner Haie,12,0,22,Germany,48,1997-98,30,10
10,Kolner Haie,2,0,5,EuroHL,6,1997-98,30,3
