assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,St. Boniface Canadiens,0,1955-56,1,0,0,16,0,MJHL
0,St. Boniface Canadiens,0,1956-57,3,0,0,17,0,MJHL
6,St. Boniface Canadiens,4,1957-58,12,10,4,18,0,MJHL
1,St. Boniface Canadiens,1,1957-58,9,2,2,18,0,M-Cup
2,St. Boniface Canadiens,1,1958-59,6,3,14,19,0,MJHL
5,Winnipeg Braves,8,1958-59,16,13,10,19,0,M-Cup
8,St. Paul Saints,5,1959-60,13,13,12,20,0,IHL
2,Seattle Totems,0,1961-62,2,2,2,22,0,WHL
0,Vancouver Canucks,0,1962-63,7,0,2,23,0,WHL
3,St. Paul Rangers,1,1963-64,8,4,2,24,0,CPHL
0,Vancouver Canucks,0,1964-65,5,0,2,25,0,WHL
2,Vancouver Canucks,3,1965-66,7,5,0,26,0,WHL
5,Seattle Totems,6,1966-67,10,11,4,27,0,WHL
2,Denver Spurs,2,1970-71,5,4,8,31,0,WHL
1,San Diego Gulls,4,1972-73,6,5,2,33,0,WHL
4,Portland Buckaroos,3,1973-74,10,7,2,34,0,WHL
