even_strength_goals,assists,team,goals,pim,age,game_winning_goals,total_ice_time,league,shorthanded_goals,shots,average_ice_time,year,games_played,shotsPercentage,win,power_play_goals,points,plus_minus
1,0,LAK,2,0,28,0,,NHL,0,8,,1967-68,7,25.0,,1,2,1
0,0,LAK,0,2,29,0,,NHL,0,9,,1968-69,7,0.0,,0,0,-7
