assists,team,goals,year,games_played,points,pim,age,plus_minus,league
13,St. Boniface Canadiens,9,1956-57,21,22,0,17,0,MJHL
15,St. Boniface Canadiens,18,1957-58,30,33,26,18,0,MJHL
18,St. Boniface Canadiens,10,1958-59,27,28,35,19,0,MJHL
44,St. Paul Saints,35,1959-60,68,79,33,20,0,IHL
23,Winnipeg Warriors,12,1960-61,68,35,26,21,0,WHL
22,Seattle Totems,17,1961-62,64,39,22,22,0,WHL
10,Vancouver Canucks,5,1962-63,40,15,12,23,0,WHL
34,St. Paul Rangers,30,1963-64,66,64,37,24,0,CPHL
26,Vancouver Canucks,24,1964-65,67,50,26,25,0,WHL
35,Vancouver Canucks,37,1965-66,65,72,24,26,0,WHL
45,Seattle Totems,26,1966-67,70,71,27,27,0,WHL
1,Springfield Kings,0,1970-71,2,1,4,31,0,AHL
21,Denver Spurs,19,1970-71,62,40,19,31,0,WHL
29,Seattle Totems,17,1971-72,71,46,26,32,0,WHL
25,San Diego Gulls,23,1972-73,68,48,23,33,0,WHL
36,Portland Buckaroos,41,1973-74,75,77,22,34,0,WHL
15,Seattle Totems,11,1974-75,48,26,16,35,0,CHL
