year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1996-97,15,0,0,0,0,WHL,1,Brandon Wheat Kings,0
1997-98,16,1,49,11,0,WHL,42,Brandon Wheat Kings,12
1998-99,17,3,60,10,0,WHL,39,Brandon Wheat Kings,13
1999-00,18,0,23,2,0,WHL,13,Brandon Wheat Kings,2
2000-01,19,2,37,9,0,WHL,28,Brandon Wheat Kings,11
2001-02,20,4,179,12,0,WHL,50,Brandon Wheat Kings,16
2002-03,21,2,102,7,4,AHL,68,Philadelphia Phantoms,9
2003-04,22,1,106,8,1,AHL,56,Philadelphia Phantoms,9
2004-05,23,0,104,8,12,AHL,35,Philadelphia Phantoms,8
2005-06,24,0,197,5,-3,AHL,56,Philadelphia Phantoms,5
2006-07,25,1,216,6,6,AHL,62,Wilkes-Barre Penguins,7
2007-08,26,1,101,6,0,Germany,52,Straubing Tigers,7
2008-09,27,1,95,5,0,Germany,46,Straubing Tigers,6
