pim,team,assists,plus_minus,points,league,games_played,year,age,goals
205,Sudbury Wolves,20,0,31,OHA-Jr.,58,1973-74,17,11
258,Sudbury Wolves,44,0,64,OMJHL,60,1974-75,18,20
155,Sudbury Wolves,49,0,75,OMJHL,66,1975-76,19,26
4,New Haven Nighthawks,3,0,3,AHL,10,1977-78,21,0
39,2 Teams,11,0,18,AHL,34,1979-80,23,7
17,Syracuse Firebirds,10,0,14,AHL,14,1979-80,23,4
22,New Brunswick Hawks,1,0,4,AHL,20,1979-80,23,3
80,New Brunswick Hawks,24,0,37,AHL,67,1981-82,25,13
18,St. Catharines Saints,12,0,14,AHL,14,1982-83,26,2
6,St. Catharines Saints,2,0,2,AHL,4,1983-84,27,0
56,St. Catharines Saints,12,0,16,AHL,68,1984-85,28,4
78,Hershey Bears,17,0,22,AHL,74,1985-86,29,5
74,SC Riessersee Garmisch-Partenkirchen,10,0,17,W.German,26,1986-87,30,7
0,HC Davos,9,0,17,Swiss,10,1986-87,30,8
33,EC VSV Villach,43,0,51,Austria,33,1987-88,31,8
26,New Haven Nighthawks,14,0,18,AHL,30,1987-88,31,4
62,Baltimore Skipjacks,13,0,15,AHL,60,1988-89,32,2
0,Moncton Hawks,0,0,0,AHL,1,1989-90,33,0
