year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1991-92,16,0,6,2,0,WHL,5,Lethbridge Hurricanes,2
1992-93,17,0,12,1,0,WHL,4,Lethbridge Hurricanes,1
1993-94,18,4,16,3,0,WHL,9,Lethbridge Hurricanes,7
1994-95,19,3,34,6,0,WHL,10,Saskatoon Blades,9
1994-95,19,0,11,0,0,AHL,8,Binghamton Rangers,0
1995-96,20,0,0,0,0,AHL,1,Binghamton Rangers,0
1996-97,21,0,18,2,0,AHL,4,Binghamton Rangers,2
1997-98,22,0,51,2,0,AHL,13,Hartford Wolf Pack,2
1998-99,23,3,29,3,0,AHL,7,Saint John Flames,6
1999-00,24,2,12,1,0,AHL,3,Saint John Flames,3
2001-02,26,0,18,2,0,Germany,4,Eisbaren Berlin,2
