pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Thorold Blackhawks,64,0,97,ON-Jr.B,45,2002-03,17,33
14,Niagara University,19,0,21,CHA,39,2003-04,18,2
20,Niagara University,18,0,27,CHA,36,2004-05,19,9
55,Niagara University,22,0,38,CHA,33,2005-06,20,16
53,Niagara University,30,0,46,CHA,37,2006-07,21,16
8,Providence Bruins,11,2,14,AHL,15,2006-07,21,3
28,Bridgeport Sound Tigers,23,3,32,AHL,68,2007-08,22,9
47,Bridgeport Sound Tigers,19,1,32,AHL,78,2008-09,23,13
64,Bridgeport Sound Tigers,26,9,45,AHL,80,2009-10,24,19
54,Augsburger Panther,16,0,21,Germany,40,2010-11,25,5
82,HC Asiago,28,0,43,Italy,44,2011-12,26,15
