bad_start,shutouts,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,games_started,age,good_start_precentages,saves,pim,goals,good_starts,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,won,assists,ties,wins,games_played,minutes
0,0,0,3.11,-3.54,165,NHL,0,29,0,147,0,0,0,124,18,.891,2000-01,PHI,4,,0,0,2,6,347
0,1,0,1.85,1.97,109,NHL,0,30,0,102,0,0,0,78,7,.936,2001-02,PHI,3,,0,0,1,4,227
0,2,0,2.15,-3.39,339,NHL,0,31,0,308,0,0,0,112,31,.909,2002-03,PHI,7,,0,0,6,13,867
