assists,year,games_played,points,goals,team,age,pim,plus_minus,league
10,2001-02,65,24,14,Rouyn-Noranda Huskies,16,115,-11,QMJHL
18,2002-03,64,33,15,Rouyn-Noranda Huskies,17,233,-11,QMJHL
21,2003-04,58,41,20,Rouyn-Noranda Huskies,18,199,-1,QMJHL
16,2004-05,56,43,27,Rouyn-Noranda Huskies,19,206,6,QMJHL
0,2005-06,3,0,0,Chicago Wolves,20,7,-1,AHL
27,2005-06,65,60,33,Gwinnett Gladiators,20,187,17,ECHL
6,2006-07,54,9,3,Chicago Wolves,21,118,-2,AHL
1,2007-08,23,3,2,Chicago Wolves,22,30,-1,AHL
5,2007-08,10,7,2,Gwinnett Gladiators,22,46,2,ECHL
26,2008-09,78,47,21,Manitoba Moose,23,158,11,AHL
15,2009-10,67,34,19,Manitoba Moose,24,144,-5,AHL
16,2010-11,53,27,11,Manitoba Moose,25,104,2,AHL
11,2011-12,59,14,3,Abbotsford Heat,26,114,-18,AHL
4,2012-13,52,8,4,Chicago Wolves,27,118,-8,AHL
