age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,0.0,0,0,2,NHL,3,0,1990-91,0,3,0,,0,0,,MTL,0
22,,10.0,1,1,-2,NHL,8,0,1991-92,0,10,1,,0,4,,MTL,2
23,SC,9.1,4,6,2,NHL,20,0,1992-93,0,44,4,,0,14,,MTL,10
24,,15.4,1,1,-1,NHL,7,0,1993-94,0,13,2,,1,8,,MTL,3
25,,13.5,4,7,7,NHL,15,0,1994-95,1,37,5,,1,4,,PHI,12
26,,24.0,2,5,3,NHL,11,0,1995-96,1,25,6,,4,6,,PHI,11
27,,11.4,5,12,5,NHL,19,0,1996-97,3,79,9,,4,10,,PHI,21
28,,5.3,0,1,-4,NHL,5,0,1997-98,1,19,1,,1,8,,PHI,2
29,,20.0,1,0,0,NHL,6,0,1998-99,0,15,3,20:14,2,12,121,PHI,3
30,,9.4,2,7,3,NHL,18,0,1999-00,2,64,6,21:16,0,6,383,PHI,13
31,,7.7,1,2,-2,NHL,6,0,2000-01,0,13,1,19:34,0,2,117,PHI,3
32,,0.0,0,0,-2,NHL,5,0,2001-02,0,7,0,17:18,0,2,86,PHI,0
33,,6.5,1,3,5,NHL,13,0,2002-03,0,31,2,17:09,1,10,223,PHI,5
34,,7.4,2,2,2,NHL,18,0,2003-04,0,27,2,15:57,0,8,287,PHI,4
