bad_start,shutouts,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,games_started,age,good_start_precentages,saves,pim,goals,good_starts,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,assists,ties,wins,games_played,minutes
0,0,0,3.55,0,0,CCHA,0,18,0,0,0,0,0,0,44,0,1986-87,Lake Superior State,5,0,0,7,17,744
0,0,0,3.34,0,0,CCHA,0,19,0,0,0,0,0,0,57,0,1987-88,Lake Superior State,3,0,3,10,19,1023
0,0,0,4.24,0,0,CCHA,0,20,0,0,0,0,0,0,6,0,1988-89,Lake Superior State,1,0,0,1,2,85
0,0,0,4.57,0,0,WHL,0,20,0,0,0,0,0,0,86,0,1988-89,Saskatoon Blades,8,0,1,10,20,1128
0,2,0,3.38,0,0,AHL,0,21,0,0,0,0,0,0,146,0,1989-90,Cape Breton Oilers,18,0,5,19,46,2595
0,0,0,4.02,0,0,AHL,0,22,0,0,0,0,0,0,33,0,1990-91,Cape Breton Oilers,2,0,0,5,11,493
0,2,0,3.76,0,0,ECHL,0,22,0,0,0,0,0,0,108,0,1990-91,Knoxville Cherokees,9,0,2,17,29,1725
0,0,0,5.00,0,0,AHL,0,23,0,0,0,0,0,0,12,0,1991-92,Cape Breton Oilers,1,0,1,1,3,144
0,0,0,4.79,0,0,ECHL,0,23,0,0,0,0,0,0,113,0,1991-92,Knoxville Cherokees,12,0,2,8,27,1415
0,1,0,4.01,0,0,ECHL,0,24,0,0,0,0,0,0,96,0,1992-93,Louisville IceHawks,11,0,2,12,27,1437
0,0,0,3.77,0,0,IHL,0,24,0,0,0,0,0,0,40,0,1992-93,Atlanta Knights,3,0,2,5,12,637
0,0,0,3.58,0,0,IHL,0,25,0,0,0,0,0,0,104,0,1993-94,Atlanta Knights,10,0,4,16,34,1741
0,0,0,4.08,0,527,IHL,0,26,0,455,0,0,0,0,72,.863,1994-95,Atlanta Knights,10,0,0,7,20,1059
0,0,0,3.92,0,388,AHL,0,26,0,342,0,0,0,0,46,.881,1994-95,Hershey Bears,5,0,2,5,16,704
0,0,0,7.06,0,5,IHL,0,27,0,3,0,0,0,0,2,.600,1995-96,Houston Aeros,1,0,0,0,1,17
