shotsPercentage,faceoff_loses,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,giveaways,total_shots,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,takeaways,faceoff_percentage,age,game_winning_goals,league,shorthanded_goals,blocks,average_ice_time,hits,games_played,faceoff_wins,points,awards,power_play_goals
10.7,5,2011-12,24,24,963,0,18,216,131,0,12,21,24,NYR,14,31,16.7,23,2,NHL,2,23,15:03,78,64,1,38,"[{'link': '/awards/voting-2012.html#calder', 'name': 'Calder-5'}, {'link': '/awards/voting-2012.html#selke', 'name': 'Selke-43'}]",0
7.6,10,2012-13,18,14,831,0,20,212,132,0,9,10,14,NYR,10,13,41.2,24,1,NHL,0,28,17:18,49,0,7,24,[],1
11.8,5,2013-14,44,16,1117,0,34,249,144,0,16,8,16,NYR,17,32,0.0,25,5,NHL,1,33,15:31,64,72,0,33,[],0
9.2,10,2014-15,46,17,1249,1,41,316,185,0,16,18,18,NYR,17,50,41.2,26,4,NHL,0,36,15:14,84,82,7,35,"[{'link': '/awards/voting-2015.html#selke', 'name': 'Selke-27'}]",1
7.9,8,2015-16,32,23,1257,2,35,297,178,0,14,8,25,TOT,14,30,42.9,27,6,NHL,0,33,15:42,84,80,6,39,"[{'link': '/awards/voting-2016.html#selke', 'name': 'Selke-29'}]",0
4.9,4,2015-16,14,8,645,0,17,145,82,0,4,-10,8,ANA,4,15,42.9,27,0,NHL,0,19,15:00,40,43,3,12,"[{'link': '/awards/voting-2016.html#selke', 'name': 'Selke-29'}]",0
10.4,4,2015-16,18,15,611,2,18,152,96,0,10,18,17,PIT,10,15,42.9,27,6,NHL,0,14,16:32,44,37,3,27,"[{'link': '/awards/voting-2016.html#selke', 'name': 'Selke-29'}]",0
4.7,3,2016-17,16,15,945,1,21,200,128,0,6,10,16,PIT,6,19,50.0,28,2,NHL,0,24,15:29,66,61,3,22,[],0
