giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,9,0,19,0,0,9,6,0,3,88,COL,0,0,[],22.2,0,4,-5,2,0,0,2005-06,0,9:44,2,4,0,1
0,NHL,76,2,20,0,0,165,50,0,10,1180,COL,0,0,"[{'link': '/awards/voting-2007.html#byng', 'name': 'Byng-60'}, {'link': '/awards/voting-2007.html#calder', 'name': 'Calder-8'}]",13.3,15,28,2,22,0,0,2006-07,0,15:31,7,14,1,17
37,NHL,77,6,21,24,270,158,48,54,1,1227,COL,40,50.0,"[{'link': '/awards/voting-2008.html#byng', 'name': 'Byng-82'}]",11.4,14,30,10,18,24,0,2007-08,21,15:56,4,14,0,29
48,NHL,78,3,22,267,281,169,42,55,9,1434,COL,70,48.2,[],8.3,11,28,-13,14,248,1,2008-09,41,18:23,2,28,0,19
60,NHL,80,5,23,20,324,195,65,33,8,1499,TOT,39,44.4,"[{'link': '/awards/voting-2010.html#selke', 'name': 'Selke-49'}]",11.8,21,42,21,23,16,0,2009-10,29,18:44,2,27,0,34
51,NHL,62,4,23,12,252,156,47,30,7,1175,COL,37,47.8,"[{'link': '/awards/voting-2010.html#selke', 'name': 'Selke-49'}]",10.9,15,30,15,17,11,0,2009-10,26,18:57,2,21,0,23
9,NHL,18,1,23,8,72,39,18,3,1,324,PHX,2,38.5,"[{'link': '/awards/voting-2010.html#selke', 'name': 'Selke-49'}]",15.4,6,12,6,6,5,0,2009-10,3,18:01,0,6,0,11
26,NHL,73,1,24,16,217,135,35,47,3,1064,TOT,21,48.4,[],8.9,11,23,6,12,15,0,2010-11,12,14:35,1,18,0,20
14,NHL,36,0,24,10,90,57,16,23,1,529,PHX,7,58.3,[],10.5,6,10,-6,6,14,0,2010-11,3,14:41,0,10,0,9
12,NHL,37,1,24,6,127,78,19,24,2,536,NYR,14,14.3,[],7.7,5,13,12,6,1,0,2010-11,9,14:29,1,8,0,11
7,NHL,31,0,25,5,90,50,12,34,1,427,TOT,10,50.0,[],8.0,4,8,-5,4,5,0,2011-12,5,13:46,0,2,0,7
4,NHL,9,0,25,0,19,11,3,8,1,102,NYR,4,100.0,[],0.0,0,3,-2,0,1,0,2011-12,1,11:20,0,2,0,2
3,NHL,22,0,25,5,71,39,9,26,0,325,FLA,6,44.4,[],10.3,4,5,-3,4,4,0,2011-12,4,14:45,0,0,0,5
13,NHL,27,2,26,4,80,49,9,5,1,360,WSH,12,20.0,[],8.2,4,5,1,4,1,0,2012-13,9,13:21,0,6,0,4
