age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
19,,11.1,1,3,-3,NHL,8,0,2005-06,0,9,1,97,0,2,,COL,4
21,,16.7,1,3,-1,NHL,7,0,2007-08,1,12,2,93,1,2,14,COL,5
23,,28.6,3,1,1,NHL,7,0,2009-10,0,14,4,122,1,0,18,PHX,5
24,,10.0,1,2,0,NHL,5,0,2010-11,0,10,1,61,0,0,14,NYR,3
25,,0.0,0,0,-1,NHL,2,0,2011-12,0,4,0,21,0,4,6,FLA,0
