pim,team,assists,plus_minus,points,league,games_played,year,age,goals
10,Penticton Knights,6,0,8,BCJHL,13,1985-86,18,2
28,Langley Eagles,34,0,75,BCJHL,43,1986-87,19,41
14,University of North Dakota,20,0,32,WCHA,42,1987-88,20,12
26,University of North Dakota,16,0,38,WCHA,41,1988-89,21,22
46,University of North Dakota,32,0,54,WCHA,45,1989-90,22,22
10,University of North Dakota,15,0,24,WCHA,20,1990-91,23,9
26,Milwaukee Admirals,23,0,36,IHL,76,1991-92,24,13
41,Hamilton Canucks,40,0,62,AHL,72,1992-93,25,22
30,Hamilton Canucks,36,0,53,AHL,60,1993-94,26,17
30,Saint John Flames,39,0,55,AHL,75,1994-95,27,16
30,Orlando Solar Bears,18,0,28,IHL,59,1995-96,28,10
2,Binghamton Rangers,3,0,6,AHL,10,1995-96,28,3
20,Flint Generals,33,0,43,ColHL,21,1996-97,29,10
16,Binghamton Rangers,26,0,51,AHL,55,1996-97,29,25
16,Krefeld Pinguine,13,0,22,Germany,42,1997-98,30,9
69,Krefeld Pinguine,25,0,43,Germany,46,1998-99,31,18
46,Krefeld Pinguine,27,0,37,Germany,52,1999-00,32,10
38,Krefeld Pinguine,16,0,28,Germany,59,2000-01,33,12
67,DEG Metro Stars Dusseldorf,22,0,33,Germany,48,2001-02,34,11
26,DEG Metro Stars Dusseldorf,11,0,17,Germany,52,2002-03,35,6
0,Trail Smoke Eaters,4,0,6,BCAHA,2,2004-05,37,2
0,Powell River Regals,3,0,5,BCAHA,1,2005-06,38,2
