power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,6,0,0,NHL,1973-74,20,0,MTL,,0,6,-1,0,5,,,0.0,0
0,11,6,1,NHL,1974-75,21,2,MTL,,4,4,7,0,21,,,9.5,2
0,13,4,0,NHL,1975-76,22,1,MTL,,3,20,4,0,34,,SC,2.9,1
0,0,5,1,NHL,1976-77,23,4,MTL,,1,25,2,0,28,,SC,14.3,3
0,0,9,0,NHL,1977-78,24,2,MTL,,7,14,4,0,45,,SC,4.4,1
0,16,16,1,NHL,1978-79,25,6,MTL,,10,10,4,0,38,,SC,15.8,6
0,10,2,1,NHL,1979-80,26,1,MTL,,1,4,2,0,23,,,4.3,1
0,3,0,0,NHL,1980-81,27,0,MTL,,0,2,-5,0,9,,,0.0,0
0,5,1,0,NHL,1981-82,28,0,MTL,,1,8,-1,0,10,,,0.0,0
0,3,0,0,NHL,1982-83,29,0,MTL,,0,4,-2,0,2,,,0.0,0
0,15,6,0,NHL,1983-84,30,1,MTL,,5,9,5,0,10,,,10.0,1
0,12,4,0,NHL,1984-85,31,1,MTL,,3,13,-7,0,15,,,6.7,1
0,20,10,3,NHL,1985-86,32,5,MTL,,5,12,3,1,36,,SC,13.9,4
0,17,4,0,NHL,1986-87,33,1,MTL,,3,6,-7,0,26,,,3.8,1
0,6,1,0,NHL,1987-88,34,0,MTL,,1,6,-4,0,5,,,0.0,0
0,16,5,0,NHL,1988-89,35,1,MTL,,4,8,0,0,14,,,7.1,1
