average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,8,0,0,WHA,22,0,6,0,0,2,1,0,0,1973-74,CLC,3,5,[],0,,13
,3,0,0,WHA,25,0,8,-14,30,1,0,0,0,1976-77,SDM,1,2,[],3.3,,19
