shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0,1981-82,9,0,,0,0,0,0,0,0,CGY,0,21,0,NHL,0,,2,0,[],0
14.3,1982-83,54,0,,0,7,0,1,-2,0,CGY,1,22,0,NHL,0,,16,1,[],0
18.2,1983-84,130,4,,0,22,0,4,0,4,CGY,4,23,0,NHL,0,,43,8,[],0
16.2,1984-85,259,11,,0,68,0,10,14,11,CGY,11,24,1,NHL,0,,71,22,[],1
12.3,1985-86,291,6,,0,65,1,6,-9,7,CGY,8,25,2,NHL,0,,66,15,[],2
9.1,1986-87,0,14,,0,66,1,6,-1,15,CGY,6,26,1,NHL,0,,73,21,[],0
13.3,1987-88,337,5,,0,60,0,8,-8,5,CGY,8,27,0,NHL,0,,68,13,[],0
4.5,1988-89,0,9,,0,67,0,3,22,9,CGY,3,28,1,NHL,0,,75,12,[],0
2.9,1989-90,279,3,,0,69,0,2,-9,3,CGY,2,29,0,NHL,0,,67,5,[],0
17.2,1990-91,143,2,,0,29,0,5,1,2,CGY,5,30,1,NHL,0,,34,7,[],0
5.3,1991-92,167,3,,0,19,0,1,2,3,CGY,1,31,0,NHL,0,,30,4,[],0
12.5,1992-93,193,7,,0,40,0,5,-3,7,TOT,5,32,0,NHL,0,,74,12,[],0
17.9,1992-93,94,3,,0,28,0,5,-4,3,QUE,5,32,0,NHL,0,,48,8,[],0
0.0,1992-93,99,4,,0,12,0,0,1,4,VAN,0,32,0,NHL,0,,26,4,[],0
7.3,1993-94,171,4,,0,41,0,2,-7,4,VAN,3,33,1,NHL,1,,56,7,[],0
17.6,1994-95,120,2,,0,17,0,3,1,2,VAN,3,34,0,NHL,0,,34,5,[],0
7.7,1995-96,122,0,,0,26,0,2,-8,0,VAN,2,35,1,NHL,0,,60,2,[],0
0.0,1996-97,135,4,,0,13,0,0,0,4,SJS,0,36,0,NHL,0,,46,4,[],0
